"","username","degree","indegree","outdegree","closeness","betweenness","hub","authority","clusterCoefficient","egenvector.centrality","page.rank"
"2111","CultivaConce","0.00059","0.00000","0.0098","0.083","0.0000","3.3e-05","5.5e-18","0.0e+00","2.2e-05","1.1e-19"
"2112","nicopokle","0.00059","0.00000","0.0098","0.166","0.0000","9.5e-03","5.5e-18","3.3e-01","6.6e-03","1.1e-19"
"2113","SaharHM","0.00000","0.00000","0.0033","0.582","0.0000","7.3e-04","7.0e-20","0.0e+00","5.8e-04","1.1e-19"
"2114","mjourrutia","0.00059","0.00000","0.0098","0.582","0.0000","5.1e-03","5.5e-18","3.3e-01","4.3e-03","1.1e-19"
"2115","diegozavala","0.00000","0.00000","0.0033","0.582","0.0000","7.3e-04","7.0e-20","0.0e+00","5.8e-04","1.1e-19"
"2116","bryanolgxin","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2117","weirdsunrise","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","4.2e-19","1.1e-19"
"2118","Niicky_","0.00000","0.00000","0.0033","0.582","0.0000","7.3e-04","7.0e-20","0.0e+00","5.8e-04","1.1e-19"
"2119","fcastaneda_","0.00000","0.00000","0.0033","0.582","0.0000","7.3e-04","7.0e-20","0.0e+00","5.8e-04","1.1e-19"
"2120","camilacocina","0.00088","0.00000","0.0131","0.582","0.0000","1.4e-02","9.1e-18","0.0e+00","1.3e-02","1.1e-19"
"2121","victorramirez","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2122","cpobleteb","0.00411","0.00000","0.0490","0.582","0.0000","5.9e-02","4.0e-17","9.5e-03","4.7e-02","1.1e-19"
"2123","intiillimani","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2124","ProletarioVenez","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2125","Camilomarcos","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2126","koke_j","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"2127","rfmeza","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2128","sofiarbulu","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2129","tinsi","0.00176","0.00000","0.0229","0.582","0.0000","3.0e-02","1.7e-17","4.8e-02","2.2e-02","1.1e-19"
"2130","javiercirano","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2131","DimeCklaudio","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","7.6e-20","1.1e-19"
"2132","KyonKun_","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","3.4e-19","1.1e-19"
"2133","CamilaOteiza","0.00176","0.00000","0.0229","0.083","0.0000","0.0e+00","1.7e-17","0.0e+00","1.6e-17","1.1e-19"
"2134","djdankochile","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","3.4e-19","1.1e-19"
"2135","amfuentesg","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","3.6e-19","1.1e-19"
"2136","Chrismol","0.00000","0.00000","0.0033","0.582","0.0000","7.3e-04","7.0e-20","0.0e+00","5.8e-04","1.1e-19"
"2137","energiaslimpia","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"2138","fcoalvarez","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2139","alelopezu","0.00059","0.00000","0.0098","0.582","0.0000","9.8e-03","5.5e-18","3.3e-01","6.8e-03","1.1e-19"
"2140","opinemosgratis","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2141","Diegosepulvedab","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-08","7.0e-20","0.0e+00","6.1e-09","1.1e-19"
"2142","FranCollaoKehr","0.00000","0.00000","0.0033","0.083","0.0000","8.9e-07","7.0e-20","0.0e+00","5.7e-07","1.1e-19"
"2143","pbetteley","0.00088","0.00000","0.0131","0.582","0.0000","6.7e-03","9.1e-18","1.7e-01","4.9e-03","1.1e-19"
"2144","lista1a","0.00792","0.00000","0.0915","0.582","0.0000","8.9e-02","7.6e-17","7.9e-03","6.7e-02","1.1e-19"
"2145","fireyesr","0.00029","0.00000","0.0065","0.582","0.0000","3.9e-03","3.1e-18","1.0e+00","3.8e-03","1.1e-19"
"2146","andresmatusblog","0.00176","0.00000","0.0229","0.083","0.0000","2.7e-05","1.7e-17","0.0e+00","1.8e-05","1.1e-19"
"2147","patorre3","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2148","nicowwww","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2149","esteban_cv","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"2151","bajito2010","0.00059","0.00000","0.0098","0.083","0.0000","3.2e-06","5.5e-18","0.0e+00","2.2e-06","1.1e-19"
"2152","c4incognito","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"2153","sebastianverav","0.00000","0.00000","0.0033","0.083","0.0000","6.4e-07","7.0e-20","0.0e+00","3.7e-07","1.1e-19"
"2154","lanabalon","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","4.0e-19","1.1e-19"
"2155","sofiasintilde","0.00029","0.00000","0.0065","0.582","0.0000","7.2e-03","3.1e-18","0.0e+00","6.3e-03","1.1e-19"
"2156","joseonavarro","0.00205","0.00000","0.0261","0.083","0.0000","3.1e-05","2.1e-17","0.0e+00","2.0e-05","1.1e-19"
"2157","elbonti","0.02084","0.00000","0.2353","0.083","0.0000","2.8e-04","2.0e-16","0.0e+00","1.8e-04","1.1e-19"
"2158","elciruela","0.00176","0.00000","0.0229","0.166","0.0000","3.5e-06","1.7e-17","0.0e+00","2.1e-06","1.1e-19"
"2159","tany_guerra","0.00029","0.00000","0.0065","0.083","0.0000","7.0e-09","3.1e-18","0.0e+00","3.9e-09","1.1e-19"
"2160","Astupillo","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2161","ptvalenz","0.00059","0.00000","0.0098","0.582","0.0000","6.0e-03","5.5e-18","3.3e-01","4.3e-03","1.1e-19"
"2162","piPs10","0.00323","0.00000","0.0392","0.582","0.0000","5.1e-02","3.1e-17","1.5e-02","3.8e-02","1.1e-19"
"2163","Seba_AS","0.00000","0.00000","0.0033","0.083","0.0000","8.9e-07","7.0e-20","0.0e+00","5.7e-07","1.1e-19"
"2166","LAlquintaGonzal","0.00088","0.00000","0.0131","0.083","0.0000","1.5e-05","9.1e-18","0.0e+00","1.0e-05","1.1e-19"
"2167","nuevaizquierda1","0.00059","0.00000","0.0098","0.166","0.0000","1.0e-05","5.5e-18","0.0e+00","6.6e-06","1.1e-19"
"2168","babitobabirojas","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2169","conejocuadra","0.00029","0.00000","0.0065","0.083","0.0000","7.7e-06","3.1e-18","0.0e+00","5.1e-06","1.1e-19"
"2170","elmundodepax","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2171","patagoniarebel","0.00029","0.00000","0.0065","0.083","0.0000","7.7e-06","3.1e-18","0.0e+00","5.1e-06","1.1e-19"
"2172","dejatsi","0.00059","0.00000","0.0098","0.083","0.0000","1.2e-05","5.5e-18","0.0e+00","7.7e-06","1.1e-19"
"2173","pazjones","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2174","corazonjoaquin","0.00029","0.00000","0.0065","0.166","0.0000","3.8e-06","3.1e-18","0.0e+00","2.6e-06","1.1e-19"
"2175","JUAVAPA","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2176","korakzar","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2177","Drakoslatin","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2178","Jaramilla_","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2179","conestobasta","0.00029","0.00000","0.0065","0.083","0.0000","7.7e-06","3.1e-18","0.0e+00","5.1e-06","1.1e-19"
"2180","panchoqv","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2181","cfpinela","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2182","jdelamazab","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2183","a_sotelo","0.00147","0.00000","0.0196","0.166","0.0000","6.3e-05","1.4e-17","0.0e+00","3.8e-05","1.1e-19"
"2184","felixfarfan","0.00059","0.00000","0.0098","0.582","0.0000","1.9e-03","5.5e-18","0.0e+00","1.5e-03","1.1e-19"
"2185","CamidelRio","0.00088","0.00000","0.0131","0.582","0.0000","1.5e-02","9.1e-18","1.7e-01","1.3e-02","1.1e-19"
"2186","plhalcartegay","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2187","viernesdemedios","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2188","liecheverria","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2189","RemigioSaez","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"2190","Marip0sa_noemi","0.00000","0.00000","0.0033","0.083","0.0000","4.6e-06","7.0e-20","0.0e+00","2.8e-06","1.1e-19"
"2191","BenjaHenriquez","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2192","FlacoCanals","0.00088","0.00000","0.0131","0.582","0.0000","8.0e-03","9.1e-18","3.3e-01","7.3e-03","1.1e-19"
"2193","sburgosz","0.00029","0.00000","0.0065","0.166","0.0000","9.6e-04","3.1e-18","0.0e+00","7.1e-04","1.1e-19"
"2194","Lo_C_A","0.00059","0.00000","0.0098","0.582","0.0000","8.6e-03","5.5e-18","1.0e+00","6.6e-03","1.1e-19"
"2195","Mitorus","0.00029","0.00000","0.0065","0.582","0.0000","7.2e-03","3.1e-18","0.0e+00","6.3e-03","1.1e-19"
"2196","pepiitaJazz","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2197","ndelacerda","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2198","nimatus","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2199","Javitiny","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2200","diegoranguerino","0.00059","0.00000","0.0098","0.332","0.0000","1.6e-04","5.5e-18","3.3e-01","1.8e-04","1.1e-19"
"2201","cmontene","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2202","rosarioge","0.00088","0.00000","0.0131","0.083","0.0000","1.8e-02","9.1e-18","0.0e+00","1.2e-02","1.1e-19"
"2203","josandov","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2204","abastiasa","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2205","B_Valdebenito","0.00088","0.00000","0.0131","0.166","0.0000","4.2e-05","9.1e-18","0.0e+00","2.5e-05","1.1e-19"
"2206","soyuncaracol","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2207","shoffi","0.00059","0.00000","0.0098","0.166","0.0000","3.2e-05","5.5e-18","0.0e+00","1.9e-05","1.1e-19"
"2208","Joseandrade27","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2210","MaJoseLopezThie","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2211","DContreeeras","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2212","rodrigoherrera_","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2213","Paulo_CL","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2215","xixo_0","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2216","igna_pulgar","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2217","carlitacarlita","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2218","vamospucv","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2219","Martriia","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2220","danitta20","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2221","LiderOne_HG","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2222","Rebee_oO","0.00088","0.00000","0.0131","0.166","0.0000","4.2e-05","9.1e-18","0.0e+00","2.5e-05","1.1e-19"
"2223","mafernandadiaz","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2224","jcklenner","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2225","punkconpalta","0.00029","0.00000","0.0065","0.166","0.0000","2.1e-05","3.1e-18","0.0e+00","1.3e-05","1.1e-19"
"2226","elioyanez","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2227","Valitash_GyP","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2228","clauvaldebenito","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2229","alexisabarca","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2230","evelynperezp","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-08","7.0e-20","0.0e+00","6.1e-09","1.1e-19"
"2231","P3lusillo","0.00000","0.00000","0.0033","0.083","0.0000","1.2e-10","7.0e-20","0.0e+00","6.2e-11","1.1e-19"
"2232","omarcampusano","0.00000","0.00000","0.0033","0.083","0.0000","1.2e-10","7.0e-20","0.0e+00","6.2e-11","1.1e-19"
"2233","plutoattack","0.00176","0.00000","0.0229","0.833","0.0000","1.3e-02","1.7e-17","1.9e-01","1.0e-02","1.1e-19"
"2234","realmente_no_se","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2235","AlejandraGR","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2236","Franborquez","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2237","Fedesep","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2238","comisionacogida","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2239","evelynvera","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-06","7.0e-20","0.0e+00","7.4e-07","1.1e-19"
"2240","_hexagram_","0.00147","0.00000","0.0196","0.416","0.0000","1.2e-05","1.4e-17","0.0e+00","4.0e-05","1.1e-19"
"2241","solesoriano","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"2242","_PiaaIbarra","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"2243","ghidalgoa","0.00000","0.00000","0.0033","0.083","0.0000","8.7e-07","7.0e-20","0.0e+00","5.2e-07","1.1e-19"
"2244","csierralta","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2245","gabriesalinas","0.00088","0.00000","0.0131","0.582","0.0000","1.4e-02","9.1e-18","0.0e+00","1.3e-02","1.1e-19"
"2246","nane_morgado","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2247","elrajachucha","0.00059","0.00000","0.0098","0.083","0.0000","1.2e-05","5.5e-18","0.0e+00","7.7e-06","1.1e-19"
"2248","cpilarespinoza","0.00000","0.00000","0.0033","0.083","0.0000","3.6e-05","7.0e-20","0.0e+00","2.2e-05","1.1e-19"
"2252","UlisesCG","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2253","saa_tii_cuu","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2254","LeynarLN","0.00029","0.00000","0.0065","0.083","0.0000","9.0e-03","3.1e-18","0.0e+00","6.2e-03","1.1e-19"
"2255","sergioaraya2010","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2256","_nhn","0.00059","0.00000","0.0098","0.083","0.0000","1.4e-02","5.5e-18","0.0e+00","9.3e-03","1.1e-19"
"2257","chuconc","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2258","milamartinezm","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2260","alfonsomorad","0.00059","0.00000","0.0098","0.582","0.0000","4.6e-03","5.5e-18","3.3e-01","3.9e-03","1.1e-19"
"2261","Gftroni","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2262","pablosilvam","0.00029","0.00000","0.0065","0.582","0.0000","4.1e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2263","ignaciodegeyter","0.00029","0.00000","0.0065","0.582","0.0000","5.4e-05","3.1e-18","0.0e+00","7.2e-05","1.1e-19"
"2264","cristiankilo","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2265","RicardoAndradeO","0.00000","0.00000","0.0033","0.083","0.0000","1.1e-05","7.0e-20","0.0e+00","7.2e-06","1.1e-19"
"2266","JLChomaliK","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2267","jemunoz2","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2268","Carlos_Antofa","0.00059","0.00000","0.0098","0.166","0.0000","2.9e-10","5.5e-18","0.0e+00","1.5e-10","1.1e-19"
"2269","SolGalloM","0.00029","0.00000","0.0065","0.166","0.0000","5.0e-03","3.1e-18","1.0e+00","3.5e-03","1.1e-19"
"2270","Chanicua","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2271","Foro_Valparaiso","0.00000","0.00000","0.0033","0.166","0.0000","1.1e-05","7.0e-20","0.0e+00","6.3e-06","1.1e-19"
"2272","dPerezklein","0.00205","0.00000","0.0261","0.332","0.0000","2.0e-04","2.1e-17","3.6e-02","3.7e-04","1.1e-19"
"2273","tmosqueira","0.00000","0.00000","0.0033","0.332","0.0000","7.9e-06","7.0e-20","0.0e+00","3.7e-05","1.1e-19"
"2274","snpalma","0.00382","0.00000","0.0458","0.833","0.0000","3.6e-02","3.6e-17","6.6e-02","2.8e-02","1.1e-19"
"2275","jpascualmedina","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2276","ialfaro1","0.00088","0.00000","0.0131","0.582","0.0000","1.1e-02","9.1e-18","1.7e-01","9.8e-03","1.1e-19"
"2277","chbarrera","0.00029","0.00000","0.0065","0.582","0.0000","8.1e-03","3.1e-18","1.0e+00","6.3e-03","1.1e-19"
"2278","alvaro_isla","0.00059","0.00000","0.0098","0.582","0.0000","1.3e-02","5.5e-18","3.3e-01","9.4e-03","1.1e-19"
"2279","hernan_lopez","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2280","javikings","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2281","nicogh","0.00059","0.00000","0.0098","0.083","0.0000","1.2e-06","5.5e-18","0.0e+00","7.4e-07","1.1e-19"
"2282","Alboadicto","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2283","mgoyenechea","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2284","Coni_Poblete","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2285","sebagc","0.00000","0.00000","0.0033","0.083","0.0000","4.1e-11","7.0e-20","0.0e+00","2.1e-11","1.1e-19"
"2286","TheNYTomas","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2287","SophiBranes","0.00059","0.00000","0.0098","0.582","0.0000","1.9e-03","5.5e-18","0.0e+00","1.5e-03","1.1e-19"
"2288","diwerner","0.00059","0.00000","0.0098","0.166","0.0000","9.5e-03","5.5e-18","3.3e-01","6.6e-03","1.1e-19"
"2289","alonso_uribe","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2290","EduAraya","0.00000","0.00000","0.0033","0.166","0.0000","4.8e-04","7.0e-20","0.0e+00","3.5e-04","1.1e-19"
"2291","tlapil","0.00029","0.00000","0.0065","0.332","0.0000","1.6e-05","3.1e-18","0.0e+00","7.4e-05","1.1e-19"
"2292","andres_morel","0.00440","0.00000","0.0523","0.083","0.0000","1.8e-07","4.5e-17","0.0e+00","9.8e-08","1.1e-19"
"2293","Mauri__G","0.00587","0.00000","0.0686","0.083","0.0000","9.5e-10","5.9e-17","0.0e+00","5.4e-10","1.1e-19"
"2294","Susana_Negron","0.00000","0.00000","0.0033","0.083","0.0000","0.0e+00","7.0e-20","0.0e+00","3.7e-19","1.1e-19"
"2295","MariooDiaz","0.00088","0.00000","0.0131","0.582","0.0000","1.3e-02","9.1e-18","5.0e-01","1.0e-02","1.1e-19"
"2296","InfoDeCancha","0.00675","0.00000","0.0784","0.582","0.0000","4.3e-02","6.5e-17","7.2e-03","3.7e-02","1.1e-19"
"2297","andresmb","0.00088","0.00000","0.0131","0.582","0.0000","1.1e-02","9.1e-18","1.7e-01","1.0e-02","1.1e-19"
"2298","mjespinqui","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2299","juan_saver","0.00029","0.00000","0.0065","0.582","0.0000","7.2e-03","3.1e-18","0.0e+00","6.3e-03","1.1e-19"
"2300","EseDepolo","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2301","anitongo","0.00088","0.00000","0.0131","0.582","0.0000","1.5e-02","9.1e-18","1.7e-01","1.3e-02","1.1e-19"
"2302","NMunozE","0.00059","0.00000","0.0098","0.582","0.0000","1.1e-02","5.5e-18","0.0e+00","9.5e-03","1.1e-19"
"2303","fda_mora","0.00029","0.00000","0.0065","0.582","0.0000","8.1e-03","3.1e-18","1.0e+00","6.3e-03","1.1e-19"
"2304","mf_aguilera","0.00059","0.00000","0.0098","0.582","0.0000","1.1e-02","5.5e-18","0.0e+00","9.5e-03","1.1e-19"
"2305","caromascareno","0.00029","0.00000","0.0065","0.582","0.0000","7.2e-03","3.1e-18","0.0e+00","6.3e-03","1.1e-19"
"2306","ValentinaRozas","0.00000","0.00000","0.0033","0.582","0.0000","3.6e-03","7.0e-20","0.0e+00","3.2e-03","1.1e-19"
"2307","josebarreraj","0.00029","0.00000","0.0065","0.332","0.0000","4.7e-03","3.1e-18","1.0e+00","3.2e-03","1.1e-19"
"2308","lissfossa","0.00000","0.00000","0.0033","0.332","0.0000","1.5e-04","7.0e-20","0.0e+00","1.1e-04","1.1e-19"
"2309","MOOKsic","0.00029","0.00000","0.0065","0.332","0.0000","1.6e-04","3.1e-18","1.0e+00","1.4e-04","1.1e-19"
"2310","eltomas88","0.00088","0.00000","0.0131","0.582","0.0000","1.4e-02","9.1e-18","1.7e-01","1.0e-02","1.1e-19"
"2311","brumartltda","0.00059","0.00000","0.0098","0.083","0.0000","1.2e-05","5.5e-18","0.0e+00","7.7e-06","1.1e-19"
"2312","CamiCardenas","0.00059","0.00000","0.0098","0.083","0.0000","1.2e-05","5.5e-18","0.0e+00","7.7e-06","1.1e-19"
"2313","grisebastias","0.00000","0.00000","0.0033","0.083","0.0000","3.8e-06","7.0e-20","0.0e+00","2.6e-06","1.1e-19"
"2314","AlexMercader","0.00000","0.00000","0.0033","0.083","0.0000","4.5e-03","7.0e-20","0.0e+00","3.1e-03","1.1e-19"
"2315","Alexisverdejo","0.00499","0.00000","0.0588","0.083","0.0000","8.1e-02","4.9e-17","0.0e+00","5.6e-02","1.1e-19"
